true_class,predicted_class,predicted_value
Family,Transfer To Bed,0.02
Family,Therapy,0.0
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Nurse Visit,0.0
Family,Watching TV,0.0
Family,Lying In Bed,0.0
Family,Sitting In Wheelchair,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.89
Family,Transfer To Bed,0.11
Family,Therapy,0.0
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Nurse Visit,0.0
Family,Watching TV,0.0
Family,Lying In Bed,0.0
Family,Sitting In Wheelchair,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.98
Family,Transfer To Bed,0.02
Family,Eating,0.0
Family,Therapy,0.0
Family,Talking on the Phone,0.0
Family,Nurse Visit,0.0
Family,Watching TV,0.0
Family,Sitting In Wheelchair,0.0
Family,Lying In Bed,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.91
Family,Transfer To Bed,0.09
Family,Therapy,0.0
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Watching TV,0.0
Family,Nurse Visit,0.0
Family,Lying In Bed,0.0
Family,Asleep-Trying to sleep,0.0
Family,Sitting In Wheelchair,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.96
Family,Transfer To Bed,0.04
Family,Therapy,0.01
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Watching TV,0.0
Family,Nurse Visit,0.0
Family,Sitting In Wheelchair,0.0
Family,Lying In Bed,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.97
Family,Transfer To Bed,0.02
Family,Therapy,0.01
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Watching TV,0.0
Family,Nurse Visit,0.0
Family,Lying In Bed,0.0
Family,Asleep-Trying to sleep,0.0
Family,Sitting In Wheelchair,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.99
Family,Transfer To Bed,0.01
Family,Eating,0.0
Family,Therapy,0.0
Family,Talking on the Phone,0.0
Family,Nurse Visit,0.0
Family,Watching TV,0.0
Family,Lying In Bed,0.0
Family,Sitting In Wheelchair,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,1.0
Family,Transfer To Bed,0.0
Family,Nurse Visit,0.0
Family,Talking on the Phone,0.0
Family,Therapy,0.0
Family,Eating,0.0
Family,Lying In Bed,0.0
Family,Watching TV,0.0
Family,Asleep-Trying to sleep,0.0
Family,Sitting In Wheelchair,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Family,Family,0.95
Family,Transfer To Bed,0.04
Family,Therapy,0.0
Family,Eating,0.0
Family,Talking on the Phone,0.0
Family,Nurse Visit,0.0
Family,Watching TV,0.0
Family,Sitting In Wheelchair,0.0
Family,Lying In Bed,0.0
Family,Asleep-Trying to sleep,0.0
Family,EVS Visit,0.0
Family,Doctor Visit,0.0
Watching TV,Watching TV,0.98
Watching TV,Eating,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Family,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.59
Watching TV,Nurse Visit,0.3
Watching TV,Eating,0.1
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Therapy,0.0
Watching TV,Family,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.76
Watching TV,Transfer To Bed,0.19
Watching TV,Talking on the Phone,0.04
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,1.0
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.98
Watching TV,Nurse Visit,0.01
Watching TV,Transfer To Bed,0.01
Watching TV,Eating,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,1.0
Watching TV,Transfer To Bed,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.89
Watching TV,Transfer To Bed,0.08
Watching TV,Nurse Visit,0.03
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.95
Watching TV,Transfer To Bed,0.04
Watching TV,Therapy,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,1.0
Watching TV,Transfer To Bed,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.8
Watching TV,Eating,0.2
Watching TV,Talking on the Phone,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,1.0
Watching TV,Transfer To Bed,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.94
Watching TV,Transfer To Bed,0.06
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.75
Watching TV,Eating,0.25
Watching TV,Nurse Visit,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.98
Watching TV,Transfer To Bed,0.02
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.77
Watching TV,Transfer To Bed,0.17
Watching TV,Therapy,0.05
Watching TV,Talking on the Phone,0.01
Watching TV,Eating,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.81
Watching TV,Transfer To Bed,0.19
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,1.0
Watching TV,Transfer To Bed,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Transfer To Bed,0.59
Watching TV,Watching TV,0.41
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Doctor Visit,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Watching TV,0.96
Watching TV,Transfer To Bed,0.02
Watching TV,Nurse Visit,0.01
Watching TV,Eating,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.94
Watching TV,Nurse Visit,0.04
Watching TV,Transfer To Bed,0.01
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.98
Watching TV,Transfer To Bed,0.02
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Nurse Visit,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Eating,0.01
Watching TV,Transfer To Bed,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.92
Watching TV,Transfer To Bed,0.05
Watching TV,Talking on the Phone,0.03
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Eating,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.93
Watching TV,Transfer To Bed,0.07
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.74
Watching TV,Transfer To Bed,0.23
Watching TV,Talking on the Phone,0.03
Watching TV,Therapy,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.96
Watching TV,Nurse Visit,0.02
Watching TV,Eating,0.01
Watching TV,Therapy,0.01
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Family,0.0
Watching TV,Watching TV,0.99
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Transfer To Bed,0.0
Watching TV,Eating,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.97
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.01
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.98
Watching TV,Transfer To Bed,0.02
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.79
Watching TV,EVS Visit,0.07
Watching TV,Transfer To Bed,0.07
Watching TV,Therapy,0.04
Watching TV,Talking on the Phone,0.02
Watching TV,Eating,0.01
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Transfer To Bed,0.86
Watching TV,Watching TV,0.13
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Doctor Visit,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Watching TV,1.0
Watching TV,Transfer To Bed,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.99
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.97
Watching TV,Transfer To Bed,0.03
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.76
Watching TV,Transfer To Bed,0.24
Watching TV,Therapy,0.0
Watching TV,Talking on the Phone,0.0
Watching TV,Eating,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.53
Watching TV,Transfer To Bed,0.33
Watching TV,Therapy,0.12
Watching TV,Talking on the Phone,0.02
Watching TV,Eating,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.88
Watching TV,Transfer To Bed,0.06
Watching TV,Nurse Visit,0.05
Watching TV,Talking on the Phone,0.01
Watching TV,Eating,0.0
Watching TV,Therapy,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.67
Watching TV,Nurse Visit,0.21
Watching TV,Eating,0.12
Watching TV,Transfer To Bed,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Therapy,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,Family,0.0
Watching TV,EVS Visit,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.91
Watching TV,Transfer To Bed,0.07
Watching TV,Eating,0.02
Watching TV,Talking on the Phone,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Watching TV,0.96
Watching TV,Eating,0.02
Watching TV,Transfer To Bed,0.01
Watching TV,Nurse Visit,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
Watching TV,EVS Visit,0.0
Watching TV,Family,0.0
Watching TV,Doctor Visit,0.0
Watching TV,Transfer To Bed,0.83
Watching TV,Watching TV,0.16
Watching TV,Eating,0.01
Watching TV,Talking on the Phone,0.0
Watching TV,Therapy,0.0
Watching TV,Nurse Visit,0.0
Watching TV,Lying In Bed,0.0
Watching TV,Asleep-Trying to sleep,0.0
Watching TV,Sitting In Wheelchair,0.0
